Año,Mes,Región,Frecuencia 2017,Frecuencia 2018,fuente,AñoConsulta,MesConsulta,Frecuencia 2019,Frecuencia 2020,Frecuencia 2021,Frecuencia 2022,Frecuencia 2023,Frecuencia 2024,Frecuencia 2025
2024,Agosto,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Agosto,,,,,0.0,1.0,
2024,Septiembre,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,1.0,3.0,
2024,Septiembre,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,5.0,1.0,
2024,Septiembre,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,5.0,7.0,
2024,Septiembre,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,2.0,1.0,
2024,Septiembre,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,6.0,2.0,
2024,Septiembre,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,10.0,16.0,
2024,Septiembre,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,47.0,47.0,
2024,Septiembre,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,6.0,5.0,
2024,Septiembre,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,5.0,6.0,
2024,Septiembre,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,1.0,1.0,
2024,Septiembre,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,14.0,8.0,
2024,Septiembre,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,0.0,5.0,
2024,Septiembre,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,2.0,3.0,
2024,Septiembre,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,5.0,0.0,
2024,Septiembre,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,0.0,1.0,
2024,Septiembre,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Septiembre,,,,,0.0,0.0,
2024,Octubre,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,0.0,4.0,
2024,Octubre,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,1.0,1.0,
2024,Octubre,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,6.0,6.0,
2024,Octubre,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,2.0,1.0,
2024,Octubre,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,2.0,2.0,
2024,Octubre,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,6.0,12.0,
2024,Octubre,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,51.0,55.0,
2024,Octubre,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,4.0,7.0,
2024,Octubre,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,3.0,3.0,
2024,Octubre,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,1.0,0.0,
2024,Octubre,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,5.0,12.0,
2024,Octubre,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,3.0,2.0,
2024,Octubre,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,2.0,3.0,
2024,Octubre,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,1.0,1.0,
2024,Octubre,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,0.0,1.0,
2024,Octubre,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Octubre,,,,,1.0,1.0,
2024,Noviembre,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,3.0,1.0,
2024,Noviembre,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,1.0,1.0,
2024,Noviembre,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,1.0,4.0,
2024,Noviembre,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,1.0,2.0,
2024,Noviembre,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,3.0,1.0,
2024,Noviembre,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,10.0,9.0,
2024,Noviembre,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,54.0,40.0,
2024,Noviembre,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,3.0,7.0,
2024,Noviembre,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,4.0,6.0,
2024,Noviembre,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,1.0,3.0,
2024,Noviembre,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,6.0,11.0,
2024,Noviembre,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,3.0,2.0,
2024,Noviembre,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,1.0,2.0,
2024,Noviembre,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,2.0,3.0,
2024,Noviembre,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,0.0,0.0,
2024,Noviembre,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Noviembre,,,,,1.0,0.0,
2024,Diciembre,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,6.0,1.0,
2024,Diciembre,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,7.0,4.0,
2024,Diciembre,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,3.0,3.0,
2024,Diciembre,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,5.0,3.0,
2024,Diciembre,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,4.0,7.0,
2024,Diciembre,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,10.0,13.0,
2024,Diciembre,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,55.0,52.0,
2024,Diciembre,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,3.0,2.0,
2024,Diciembre,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,7.0,5.0,
2024,Diciembre,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,1.0,4.0,
2024,Diciembre,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,6.0,5.0,
2024,Diciembre,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,3.0,7.0,
2024,Diciembre,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,1.0,3.0,
2024,Diciembre,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,5.0,3.0,
2024,Diciembre,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,0.0,1.0,
2024,Diciembre,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2024,Diciembre,,,,,1.0,0.0,
2025,Enero,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,3.0,5.0
2025,Enero,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,3.0,2.0
2025,Enero,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,1.0,3.0
2025,Enero,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,2.0,1.0
2025,Enero,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,1.0,5.0
2025,Enero,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,10.0,7.0
2025,Enero,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,59.0,43.0
2025,Enero,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,12.0,2.0
2025,Enero,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,4.0,4.0
2025,Enero,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,0.0,0.0
2025,Enero,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,13.0,4.0
2025,Enero,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,5.0,9.0
2025,Enero,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,3.0,2.0
2025,Enero,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,6.0,11.0
2025,Enero,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,1.0,0.0
2025,Enero,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Enero,,,,,,0.0,0.0
2025,Febrero,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,1.0,3.0
2025,Febrero,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,3.0,0.0
2025,Febrero,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,4.0,3.0
2025,Febrero,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,2.0,1.0
2025,Febrero,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,5.0,4.0
2025,Febrero,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,7.0,12.0
2025,Febrero,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,40.0,40.0
2025,Febrero,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,2.0,4.0
2025,Febrero,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,5.0,4.0
2025,Febrero,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,2.0,2.0
2025,Febrero,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,6.0,8.0
2025,Febrero,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,4.0,4.0
2025,Febrero,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,1.0,2.0
2025,Febrero,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,1.0,4.0
2025,Febrero,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,1.0,2.0
2025,Febrero,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Febrero,,,,,,1.0,1.0
2025,Marzo,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,1.0,3.0
2025,Marzo,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,2.0,1.0
2025,Marzo,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,5.0,0.0
2025,Marzo,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,5.0,1.0
2025,Marzo,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,4.0,0.0
2025,Marzo,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,11.0,3.0
2025,Marzo,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,47.0,43.0
2025,Marzo,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,3.0,4.0
2025,Marzo,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,2.0,2.0
2025,Marzo,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,4.0,0.0
2025,Marzo,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,12.0,5.0
2025,Marzo,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,3.0,0.0
2025,Marzo,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,5.0,1.0
2025,Marzo,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,7.0,4.0
2025,Marzo,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,2.0,1.0
2025,Marzo,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Marzo,,,,,,0.0,2.0
2025,Abril,Región de Arica y Parinacota,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,2.0,2.0
2025,Abril,Región de Tarapacá,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,6.0,3.0
2025,Abril,Región de Antofagasta,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,3.0,5.0
2025,Abril,Región de Atacama,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,1.0,4.0
2025,Abril,Región de Coquimbo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,7.0,3.0
2025,Abril,Región de Valparaíso,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,10.0,6.0
2025,Abril,Región Metropolitana de Santiago,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,29.0,38.0
2025,Abril,Región del Libertador Gral. Bernardo O’Higgins,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,4.0,6.0
2025,Abril,Región del Maule,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,2.0,4.0
2025,Abril,Región de Ñuble,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,3.0,1.0
2025,Abril,Región del Biobío,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,7.0,2.0
2025,Abril,Región de La Araucanía,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,1.0,3.0
2025,Abril,Región de Los Ríos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,0.0,2.0
2025,Abril,Región de Los Lagos,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,4.0,1.0
2025,Abril,Región de Aysén del Gral. Carlos Ibáñez del Campo,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,0.0,0.0
2025,Abril,Región de Magallanes y de la Antártica Chilena,,,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)",2025,Abril,,,,,,1.0,0.0
